#id	length	GC	avg.qual	sample
SRR23329749.46884	1487	49.16	25.42	SRR23329749
SRR23329749.46885	1474	53.93	28.70	SRR23329749
SRR23329749.46886	1476	54.00	42.58	SRR23329749
SRR23329749.46887	1475	53.90	53.66	SRR23329749
SRR23329749.46888	1475	53.90	93.00	SRR23329749
SRR23329749.46889	1475	53.90	30.79	SRR23329749
SRR23329749.46890	1475	53.83	25.05	SRR23329749
SRR23329749.46891	1475	54.17	93.00	SRR23329749
SRR23329749.46893	1479	53.96	39.87	SRR23329749
SRR23329749.46894	1475	53.90	36.06	SRR23329749
SRR23329749.46895	1475	53.97	73.06	SRR23329749
SRR23329749.46896	1475	53.83	28.47	SRR23329749
SRR23329749.46897	1472	53.87	35.39	SRR23329749
SRR23329749.46899	1475	54.24	93.00	SRR23329749
SRR23329749.46900	1445	57.85	92.97	SRR23329749
SRR23329749.46901	1421	56.72	91.40	SRR23329749
SRR23329749.46902	1472	53.87	23.69	SRR23329749
SRR23329749.46904	1404	55.98	27.99	SRR23329749
SRR23329749.46905	1475	53.97	33.41	SRR23329749
SRR23329749.46906	1474	54.14	33.66	SRR23329749
SRR23329749.46907	1483	53.88	21.46	SRR23329749
SRR23329749.46908	1436	55.01	31.76	SRR23329749
SRR23329749.46911	1475	53.97	47.86	SRR23329749
SRR23329749.46912	1477	54.23	30.67	SRR23329749
SRR23329749.46913	1475	53.83	72.65	SRR23329749
SRR23329749.46914	1471	54.11	26.10	SRR23329749
SRR23329749.46915	1405	55.52	23.00	SRR23329749
SRR23329749.46916	1477	54.03	28.49	SRR23329749
SRR23329749.46918	1474	54.14	34.40	SRR23329749
SRR23329749.46920	1474	54.07	32.85	SRR23329749
SRR23329749.46921	1475	53.97	42.93	SRR23329749
SRR23329749.46922	1474	54.00	51.47	SRR23329749
SRR23329749.46923	1554	55.98	93.00	SRR23329749
SRR23329749.46924	1474	53.93	45.11	SRR23329749
SRR23329749.46925	1464	56.90	38.84	SRR23329749
SRR23329749.46927	1477	53.89	30.17	SRR23329749
SRR23329749.46928	1475	53.97	45.52	SRR23329749
SRR23329749.46929	1476	54.07	32.39	SRR23329749
SRR23329749.46930	1475	54.17	49.56	SRR23329749
SRR23329749.46931	1476	54.13	22.18	SRR23329749
SRR23329749.46932	1474	54.21	34.22	SRR23329749
SRR23329749.46934	1475	54.03	93.00	SRR23329749
SRR23329749.46935	1477	54.10	34.64	SRR23329749
SRR23329749.46936	1475	53.76	39.74	SRR23329749
SRR23329749.46937	1475	53.97	88.85	SRR23329749
SRR23329749.46938	1475	53.97	92.44	SRR23329749
SRR23329749.46939	1477	53.83	21.77	SRR23329749
SRR23329749.46940	1475	54.24	40.97	SRR23329749
SRR23329749.46941	1424	55.69	89.97	SRR23329749
SRR23329749.46942	1475	53.97	93.00	SRR23329749
SRR23329749.46943	1968	55.18	53.22	SRR23329749
SRR23329749.46944	1475	54.10	93.00	SRR23329749
SRR23329749.46945	1473	54.04	22.19	SRR23329749
SRR23329749.46946	1475	53.97	92.98	SRR23329749
SRR23329749.46947	1477	54.37	21.51	SRR23329749
SRR23329749.46948	1475	54.03	33.30	SRR23329749
SRR23329749.46949	1475	54.17	79.46	SRR23329749
SRR23329749.46952	1475	53.90	63.66	SRR23329749
SRR23329749.46953	1484	55.46	35.74	SRR23329749
SRR23329749.46955	1474	54.34	32.46	SRR23329749
SRR23329749.46957	1475	54.17	71.66	SRR23329749
SRR23329749.46958	1473	53.84	39.76	SRR23329749
SRR23329749.46959	1475	54.03	88.96	SRR23329749
SRR23329749.46960	1475	54.17	33.60	SRR23329749
SRR23329749.46962	1475	53.97	26.29	SRR23329749
SRR23329749.46963	1488	49.33	93.00	SRR23329749
SRR23329749.46964	1474	54.14	37.71	SRR23329749
SRR23329749.46965	1475	53.97	27.14	SRR23329749
SRR23329749.46966	1466	54.09	20.63	SRR23329749
SRR23329749.46967	1469	53.98	21.99	SRR23329749
SRR23329749.46968	1488	53.97	22.34	SRR23329749
SRR23329749.46969	1474	54.21	41.68	SRR23329749
SRR23329749.46970	1476	54.13	32.07	SRR23329749
SRR23329749.46972	1475	53.90	92.99	SRR23329749
SRR23329749.46973	1476	54.20	36.69	SRR23329749
SRR23329749.46974	1474	53.93	45.45	SRR23329749
SRR23329749.46975	1475	54.03	93.00	SRR23329749
SRR23329749.46976	1475	54.10	42.14	SRR23329749
SRR23329749.46977	1475	54.03	35.35	SRR23329749
SRR23329749.46979	1475	53.90	76.59	SRR23329749
SRR23329749.46980	1475	54.10	88.68	SRR23329749
SRR23329749.46981	1476	53.86	29.16	SRR23329749
SRR23329749.46982	1475	54.17	64.42	SRR23329749
SRR23329749.46983	1475	54.10	93.00	SRR23329749
SRR23329749.46984	1473	51.39	51.61	SRR23329749
SRR23329749.46987	1475	53.97	92.95	SRR23329749
SRR23329749.46988	1458	58.57	40.79	SRR23329749
SRR23329749.46989	1478	54.06	21.10	SRR23329749
SRR23329749.46990	1474	53.93	48.67	SRR23329749
SRR23329749.46991	1471	53.84	24.00	SRR23329749
SRR23329749.46993	1475	54.17	62.62	SRR23329749
SRR23329749.46994	1476	54.07	47.67	SRR23329749
SRR23329749.46995	1475	53.90	46.63	SRR23329749
SRR23329749.46996	1476	54.13	79.99	SRR23329749
SRR23329749.46997	1475	53.97	93.00	SRR23329749
SRR23329749.46999	1476	53.86	48.69	SRR23329749
SRR23329749.47000	1407	56.01	92.89	SRR23329749
SRR23329749.47001	1475	54.03	44.47	SRR23329749
SRR23329749.47002	1475	54.10	92.94	SRR23329749
SRR23329749.47003	1475	53.90	93.00	SRR23329749
SRR23329749.47005	1497	57.18	79.28	SRR23329749
SRR23329749.47007	1475	54.03	92.85	SRR23329749
SRR23329749.47008	1472	54.01	32.94	SRR23329749
SRR23329749.47009	1469	54.19	25.80	SRR23329749
SRR23329749.47011	1460	53.56	44.51	SRR23329749
SRR23329749.47012	1475	54.24	93.00	SRR23329749
SRR23329749.47013	1468	54.09	28.21	SRR23329749
SRR23329749.47014	1474	54.14	25.09	SRR23329749
SRR23329749.47015	1479	53.89	22.75	SRR23329749
SRR23329749.47016	1407	55.65	93.00	SRR23329749
SRR23329749.47018	1475	53.90	23.03	SRR23329749
SRR23329749.47019	1475	53.90	92.94	SRR23329749
SRR23329749.47020	1407	56.01	72.44	SRR23329749
SRR23329749.47021	1473	53.90	30.44	SRR23329749
SRR23329749.47022	1475	54.24	36.43	SRR23329749
SRR23329749.47024	1474	53.87	31.50	SRR23329749
SRR23329749.47025	1970	55.18	34.89	SRR23329749
SRR23329749.47026	1476	53.93	38.21	SRR23329749
SRR23329749.47027	1474	54.00	42.80	SRR23329749
SRR23329749.47028	1475	53.90	86.41	SRR23329749
SRR23329749.47029	1474	54.14	34.76	SRR23329749
SRR23329749.47030	1475	53.97	38.25	SRR23329749
SRR23329749.47033	1475	54.10	31.90	SRR23329749
SRR23329749.47034	1406	56.33	40.24	SRR23329749
SRR23329749.47036	1475	53.90	93.00	SRR23329749
SRR23329749.47037	1444	56.16	92.18	SRR23329749
SRR23329749.47038	1490	49.40	33.12	SRR23329749
SRR23329749.47039	1475	54.17	91.28	SRR23329749
SRR23329749.47040	1473	54.11	61.15	SRR23329749
SRR23329749.47042	1473	51.46	93.00	SRR23329749
SRR23329749.47043	1475	54.24	92.72	SRR23329749
SRR23329749.47044	1475	53.97	36.26	SRR23329749
SRR23329749.47045	1482	48.04	93.00	SRR23329749
SRR23329749.47046	1475	53.90	66.76	SRR23329749
SRR23329749.47049	1471	54.18	28.58	SRR23329749
SRR23329749.47050	1407	56.65	52.30	SRR23329749
SRR23329749.47051	1404	55.98	31.21	SRR23329749
SRR23329749.47052	1444	58.80	41.97	SRR23329749
SRR23329749.47053	1472	53.87	25.01	SRR23329749
SRR23329749.47054	1474	53.93	37.29	SRR23329749
SRR23329749.47055	1475	53.90	93.00	SRR23329749
SRR23329749.47057	1404	57.48	71.65	SRR23329749
SRR23329749.47058	1475	53.97	91.21	SRR23329749
SRR23329749.47059	1474	53.93	35.41	SRR23329749
SRR23329749.47060	1475	53.97	93.00	SRR23329749
SRR23329749.47061	1475	53.90	20.91	SRR23329749
SRR23329749.47062	1395	56.06	20.48	SRR23329749
SRR23329749.47063	1476	53.86	36.57	SRR23329749
SRR23329749.47064	1473	53.84	34.83	SRR23329749
SRR23329749.47065	1475	53.97	93.00	SRR23329749
SRR23329749.47066	1454	51.86	92.88	SRR23329749
SRR23329749.47067	1475	53.97	92.56	SRR23329749
SRR23329749.47068	1476	54.07	33.81	SRR23329749
SRR23329749.47069	1475	54.24	92.98	SRR23329749
SRR23329749.47070	1475	54.03	81.38	SRR23329749
SRR23329749.47072	1475	54.10	37.13	SRR23329749
SRR23329749.47073	1475	54.24	91.46	SRR23329749
SRR23329749.47074	1475	54.10	77.48	SRR23329749
SRR23329749.47075	1474	53.93	39.61	SRR23329749
SRR23329749.47076	1475	53.97	72.41	SRR23329749
SRR23329749.47077	1475	53.90	76.59	SRR23329749
SRR23329749.47079	1475	53.90	93.00	SRR23329749
SRR23329749.47080	1407	56.01	56.48	SRR23329749
SRR23329749.47082	1472	54.14	26.43	SRR23329749
SRR23329749.47083	1475	53.90	93.00	SRR23329749
SRR23329749.47084	1475	53.97	93.00	SRR23329749
SRR23329749.47085	1424	56.81	29.58	SRR23329749
SRR23329749.47086	1480	54.19	20.87	SRR23329749
SRR23329749.47087	1474	53.93	40.54	SRR23329749
SRR23329749.47088	1480	54.32	24.91	SRR23329749
SRR23329749.47089	1477	53.89	48.63	SRR23329749
SRR23329749.47090	1475	53.97	36.69	SRR23329749
SRR23329749.47091	1475	54.10	91.84	SRR23329749
SRR23329749.47092	1475	53.97	40.54	SRR23329749
SRR23329749.47093	1475	53.90	92.77	SRR23329749
SRR23329749.47094	1474	53.93	27.34	SRR23329749
SRR23329749.47097	1476	54.27	33.79	SRR23329749
SRR23329749.47098	1477	54.23	32.56	SRR23329749
SRR23329749.47099	1475	54.24	35.50	SRR23329749
SRR23329749.47100	1475	53.90	93.00	SRR23329749
SRR23329749.47101	1475	53.90	38.98	SRR23329749
SRR23329749.47102	1421	56.79	29.80	SRR23329749
SRR23329749.47103	1476	54.07	33.98	SRR23329749
SRR23329749.47104	1438	52.23	93.00	SRR23329749
SRR23329749.47105	1475	53.97	51.50	SRR23329749
SRR23329749.47106	1427	50.32	26.76	SRR23329749
SRR23329749.47107	1467	49.49	89.44	SRR23329749
SRR23329749.47108	1475	53.97	93.00	SRR23329749
SRR23329749.47109	1474	53.80	23.20	SRR23329749
SRR23329749.47110	1474	54.00	47.44	SRR23329749
SRR23329749.47111	1474	54.07	31.76	SRR23329749
SRR23329749.47112	1475	56.27	93.00	SRR23329749
SRR23329749.47113	1475	53.97	93.00	SRR23329749
SRR23329749.47114	1476	53.93	46.69	SRR23329749
SRR23329749.47115	1475	54.17	51.85	SRR23329749
SRR23329749.47116	1475	53.90	39.69	SRR23329749
SRR23329749.47117	1475	54.17	32.58	SRR23329749
SRR23329749.47119	1475	53.90	35.96	SRR23329749
SRR23329749.47120	1454	51.93	92.82	SRR23329749
SRR23329749.47121	1477	53.96	29.49	SRR23329749
SRR23329749.47122	1477	53.89	30.50	SRR23329749
SRR23329749.47123	1475	54.17	89.83	SRR23329749
SRR23329749.47124	1461	54.07	20.82	SRR23329749
SRR23329749.47125	1474	54.07	78.72	SRR23329749
SRR23329749.47126	1475	53.83	92.22	SRR23329749
SRR23329749.47128	1391	58.81	88.66	SRR23329749
SRR23329749.47130	1475	54.24	92.82	SRR23329749
SRR23329749.47131	1476	54.07	34.03	SRR23329749
SRR23329749.47132	1473	53.70	24.96	SRR23329749
SRR23329749.47133	1470	54.08	29.46	SRR23329749
SRR23329749.47134	1474	54.00	33.03	SRR23329749
SRR23329749.47135	1491	53.92	21.89	SRR23329749
SRR23329749.47136	1475	54.24	76.44	SRR23329749
SRR23329749.47137	1480	54.05	26.16	SRR23329749
SRR23329749.47138	1410	56.60	30.03	SRR23329749
SRR23329749.47139	1420	56.76	31.88	SRR23329749
SRR23329749.47140	1475	53.90	43.26	SRR23329749
SRR23329749.47141	1407	55.86	36.48	SRR23329749
SRR23329749.47143	1475	54.24	39.93	SRR23329749
SRR23329749.47144	1447	55.63	86.29	SRR23329749
SRR23329749.47145	1475	54.03	48.05	SRR23329749
SRR23329749.47146	1478	54.26	33.04	SRR23329749
SRR23329749.47148	1481	49.56	75.10	SRR23329749
SRR23329749.47149	1475	54.24	92.63	SRR23329749
SRR23329749.47151	1475	54.03	93.00	SRR23329749
SRR23329749.47152	1475	53.97	93.00	SRR23329749
SRR23329749.47153	1475	54.03	92.45	SRR23329749
SRR23329749.47155	1475	53.83	77.92	SRR23329749
SRR23329749.47156	1478	48.24	33.91	SRR23329749
SRR23329749.47157	1442	57.00	43.55	SRR23329749
SRR23329749.47158	1475	54.24	92.79	SRR23329749
SRR23329749.47159	1478	54.26	22.20	SRR23329749
SRR23329749.47161	1493	49.63	22.42	SRR23329749
SRR23329749.47162	1475	54.10	90.15	SRR23329749
SRR23329749.47163	1475	54.24	51.81	SRR23329749
SRR23329749.47164	1476	54.27	41.33	SRR23329749
SRR23329749.47165	1475	54.17	63.43	SRR23329749
SRR23329749.47167	1444	58.80	93.00	SRR23329749
SRR23329749.47168	1407	56.65	84.49	SRR23329749
SRR23329749.47170	1476	54.13	45.67	SRR23329749
SRR23329749.47171	1474	53.87	38.30	SRR23329749
SRR23329749.47172	1476	53.79	36.10	SRR23329749
SRR23329749.47173	1475	54.17	91.33	SRR23329749
SRR23329749.47174	1476	54.27	87.17	SRR23329749
SRR23329749.47176	1475	53.90	56.09	SRR23329749
SRR23329749.47178	1475	53.90	54.99	SRR23329749
SRR23329749.47179	1476	53.86	25.99	SRR23329749
SRR23329749.47180	1473	53.84	40.88	SRR23329749
SRR23329749.47181	1472	54.01	22.34	SRR23329749
SRR23329749.47182	1475	54.24	93.00	SRR23329749
SRR23329749.47183	1420	56.76	35.03	SRR23329749
SRR23329749.47185	1475	53.97	25.43	SRR23329749
SRR23329749.47186	1472	53.74	24.72	SRR23329749
SRR23329749.47187	1471	54.04	22.61	SRR23329749
SRR23329749.47188	1474	54.00	33.77	SRR23329749
SRR23329749.47190	1475	53.83	67.57	SRR23329749
SRR23329749.47191	1475	54.03	42.68	SRR23329749
SRR23329749.47192	1474	53.93	26.57	SRR23329749
SRR23329749.47193	1475	53.90	81.00	SRR23329749
SRR23329749.47194	1475	54.24	59.68	SRR23329749
SRR23329749.47195	1475	54.17	78.53	SRR23329749
SRR23329749.47196	1475	53.97	93.00	SRR23329749
SRR23329749.47197	1475	54.24	93.00	SRR23329749
SRR23329749.47198	1474	53.93	57.71	SRR23329749
SRR23329749.47199	1488	49.33	31.69	SRR23329749
SRR23329749.47200	1475	53.90	93.00	SRR23329749
SRR23329749.47201	1468	57.90	21.11	SRR23329749
SRR23329749.47202	1968	55.13	93.00	SRR23329749
SRR23329749.47203	1407	55.93	63.47	SRR23329749
SRR23329749.47205	1475	53.90	92.98	SRR23329749
SRR23329749.47206	1472	54.14	29.24	SRR23329749
SRR23329749.47208	1486	54.31	21.37	SRR23329749
SRR23329749.47209	1477	53.89	34.61	SRR23329749
SRR23329749.47210	1445	57.85	36.70	SRR23329749
SRR23329749.47211	1969	55.15	32.70	SRR23329749
SRR23329749.47212	1475	54.17	42.33	SRR23329749
SRR23329749.47213	1473	53.90	22.76	SRR23329749
SRR23329749.47214	1482	48.18	56.83	SRR23329749
SRR23329749.47216	1475	53.90	91.73	SRR23329749
SRR23329749.47218	1407	56.65	93.00	SRR23329749
SRR23329749.47219	1480	53.78	21.77	SRR23329749
SRR23329749.47220	1488	49.33	46.71	SRR23329749
SRR23329749.47221	1471	53.77	28.97	SRR23329749
SRR23329749.47222	1467	49.49	51.26	SRR23329749
SRR23329749.47224	1467	57.46	72.08	SRR23329749
SRR23329749.47225	1475	54.24	44.67	SRR23329749
SRR23329749.47226	1474	54.00	66.92	SRR23329749
SRR23329749.47227	1475	54.24	93.00	SRR23329749
SRR23329749.47228	1411	54.50	93.00	SRR23329749
SRR23329749.47232	1473	50.10	26.45	SRR23329749
SRR23329749.47233	1475	54.10	42.69	SRR23329749
SRR23329749.47235	1474	54.14	40.68	SRR23329749
SRR23329749.47236	1474	54.14	34.63	SRR23329749
SRR23329749.47237	1475	54.24	93.00	SRR23329749
SRR23329749.47239	1473	53.97	41.75	SRR23329749
SRR23329749.47240	1475	54.17	34.84	SRR23329749
SRR23329749.47242	1488	49.33	92.95	SRR23329749
SRR23329749.47243	1476	54.13	30.06	SRR23329749
SRR23329749.47244	1475	54.10	65.67	SRR23329749
SRR23329749.47246	1475	54.03	85.71	SRR23329749
SRR23329749.47247	1475	53.90	48.03	SRR23329749
SRR23329749.47248	1455	55.46	21.06	SRR23329749
SRR23329749.47249	1475	53.90	93.00	SRR23329749
SRR23329749.47250	1475	53.97	55.42	SRR23329749
SRR23329749.47251	1480	53.92	25.89	SRR23329749
SRR23329749.47252	1475	53.97	59.40	SRR23329749
SRR23329749.47253	1475	53.97	80.39	SRR23329749
SRR23329749.47254	1421	56.79	74.62	SRR23329749
SRR23329749.47255	1475	54.24	93.00	SRR23329749
SRR23329749.47256	1411	54.50	68.37	SRR23329749
SRR23329749.47257	1476	54.13	42.56	SRR23329749
SRR23329749.47258	1407	56.08	92.88	SRR23329749
SRR23329749.47259	1435	56.52	20.43	SRR23329749
SRR23329749.47260	1475	54.24	92.31	SRR23329749
SRR23329749.47261	1475	54.24	39.55	SRR23329749
SRR23329749.47262	1474	54.21	33.36	SRR23329749
SRR23329749.47263	1475	53.83	92.97	SRR23329749
SRR23329749.47264	1481	49.56	93.00	SRR23329749
SRR23329749.47265	1475	53.90	80.61	SRR23329749
SRR23329749.47269	1452	55.99	93.00	SRR23329749
SRR23329749.47270	1475	54.10	93.00	SRR23329749
SRR23329749.47271	1449	50.38	47.25	SRR23329749
SRR23329749.47272	1467	49.56	30.84	SRR23329749
SRR23329749.47273	1474	53.87	21.74	SRR23329749
SRR23329749.47274	1475	53.97	36.05	SRR23329749
SRR23329749.47275	1475	53.90	62.46	SRR23329749
SRR23329749.47276	1473	54.18	22.37	SRR23329749
SRR23329749.47277	1475	54.24	30.86	SRR23329749
SRR23329749.47278	1475	54.24	39.69	SRR23329749
SRR23329749.47279	1483	54.35	24.58	SRR23329749
SRR23329749.47280	1474	54.07	34.28	SRR23329749
SRR23329749.47281	1477	53.89	34.72	SRR23329749
SRR23329749.47282	1475	53.69	23.22	SRR23329749
SRR23329749.47284	1467	57.06	45.65	SRR23329749
SRR23329749.47285	1478	53.99	22.57	SRR23329749
SRR23329749.47287	1474	53.93	29.04	SRR23329749
SRR23329749.47289	1472	54.28	26.46	SRR23329749
SRR23329749.47291	1475	54.03	30.60	SRR23329749
SRR23329749.47292	1476	53.73	22.38	SRR23329749
SRR23329749.47293	1477	54.10	30.77	SRR23329749
SRR23329749.47294	1473	54.18	28.86	SRR23329749
SRR23329749.47295	1475	54.10	45.30	SRR23329749
SRR23329749.47296	1475	53.97	51.36	SRR23329749
SRR23329749.47297	1472	54.08	29.44	SRR23329749
SRR23329749.47298	1447	56.32	61.60	SRR23329749
SRR23329749.47299	1472	53.94	34.29	SRR23329749
SRR23329749.47300	1454	56.53	92.99	SRR23329749
SRR23329749.47301	1474	53.87	39.98	SRR23329749
SRR23329749.47302	1487	49.36	39.20	SRR23329749
SRR23329749.47303	1554	55.92	35.81	SRR23329749
SRR23329749.47304	1473	54.24	34.06	SRR23329749
SRR23329749.47305	1476	53.86	45.33	SRR23329749
SRR23329749.47306	1475	53.90	50.08	SRR23329749
SRR23329749.47307	1474	53.93	31.92	SRR23329749
SRR23329749.47308	1475	53.97	35.69	SRR23329749
SRR23329749.47309	1515	50.83	33.07	SRR23329749
SRR23329749.47311	1475	53.97	76.12	SRR23329749
SRR23329749.47312	1474	53.87	32.55	SRR23329749
SRR23329749.47313	1476	53.86	41.63	SRR23329749
SRR23329749.47315	1967	55.16	73.96	SRR23329749
SRR23329749.47316	1475	53.97	54.67	SRR23329749
SRR23329749.47317	1465	49.56	21.95	SRR23329749
SRR23329749.47318	1407	55.65	93.00	SRR23329749
SRR23329749.47319	1469	54.19	22.09	SRR23329749
SRR23329749.47320	1473	54.11	31.47	SRR23329749
SRR23329749.47321	1478	54.19	21.09	SRR23329749
SRR23329749.47323	1405	55.80	24.18	SRR23329749
SRR23329749.47324	1475	53.90	35.93	SRR23329749
SRR23329749.47325	1475	54.03	31.31	SRR23329749
SRR23329749.47326	1481	57.06	80.22	SRR23329749
SRR23329749.47327	1475	54.10	55.52	SRR23329749
SRR23329749.47328	1475	53.90	90.75	SRR23329749
SRR23329749.47329	1475	54.17	86.83	SRR23329749
SRR23329749.47330	1473	54.04	34.36	SRR23329749
SRR23329749.47331	1475	54.17	93.00	SRR23329749
SRR23329749.47333	1475	54.24	92.98	SRR23329749
SRR23329749.47334	1449	50.38	89.79	SRR23329749
SRR23329749.47335	1475	54.31	60.06	SRR23329749
SRR23329749.47338	1475	53.97	56.09	SRR23329749
SRR23329749.47339	1475	54.17	79.47	SRR23329749
SRR23329749.47340	1444	56.09	54.07	SRR23329749
SRR23329749.47342	1475	53.90	47.20	SRR23329749
SRR23329749.47344	1474	53.93	35.63	SRR23329749
SRR23329749.47345	1474	53.87	30.94	SRR23329749
SRR23329749.47346	1476	53.86	62.71	SRR23329749
SRR23329749.47348	1476	53.93	46.69	SRR23329749
SRR23329749.47349	1475	54.03	41.02	SRR23329749
SRR23329749.47350	1475	53.97	85.64	SRR23329749
SRR23329749.47352	1475	53.90	62.21	SRR23329749
SRR23329749.47353	1475	53.97	77.49	SRR23329749
SRR23329749.47354	1482	53.91	22.26	SRR23329749
SRR23329749.47355	1475	54.10	65.14	SRR23329749
SRR23329749.47357	1474	54.27	31.48	SRR23329749
SRR23329749.47358	1411	54.50	93.00	SRR23329749
SRR23329749.47359	1475	54.10	63.59	SRR23329749
SRR23329749.47360	1475	54.10	42.69	SRR23329749
SRR23329749.47361	1475	54.24	93.00	SRR23329749
SRR23329749.47362	1475	54.03	68.83	SRR23329749
SRR23329749.47363	1407	55.93	61.48	SRR23329749
SRR23329749.47364	1474	54.00	26.78	SRR23329749
SRR23329749.47365	1475	53.83	37.31	SRR23329749
SRR23329749.47366	1407	54.09	26.74	SRR23329749
SRR23329749.47367	1475	54.03	93.00	SRR23329749
SRR23329749.47368	1477	54.30	32.00	SRR23329749
SRR23329749.47369	1445	58.62	92.93	SRR23329749
SRR23329749.47370	1479	54.29	30.00	SRR23329749
SRR23329749.47371	1475	53.97	44.23	SRR23329749
SRR23329749.47372	1403	55.95	36.57	SRR23329749
SRR23329749.47374	1475	54.03	35.73	SRR23329749
SRR23329749.47375	1475	53.90	62.56	SRR23329749
SRR23329749.47376	1475	54.17	57.98	SRR23329749
SRR23329749.47377	1473	54.11	30.57	SRR23329749
SRR23329749.47378	1475	54.10	40.36	SRR23329749
SRR23329749.47379	1475	54.17	35.55	SRR23329749
SRR23329749.47380	1475	54.03	92.56	SRR23329749
SRR23329749.47382	1475	54.17	40.40	SRR23329749
SRR23329749.47383	1477	54.03	34.05	SRR23329749
SRR23329749.47384	1413	55.56	91.92	SRR23329749
SRR23329749.47385	1467	49.49	63.80	SRR23329749
SRR23329749.47386	1475	53.97	93.00	SRR23329749
SRR23329749.47387	1407	56.65	92.86	SRR23329749
SRR23329749.47388	1475	53.90	91.13	SRR23329749
SRR23329749.47389	1475	54.24	92.44	SRR23329749
SRR23329749.47390	1474	54.00	42.68	SRR23329749
SRR23329749.47391	1472	53.80	28.65	SRR23329749
SRR23329749.47392	1475	54.24	93.00	SRR23329749
SRR23329749.47394	1475	53.97	92.78	SRR23329749
SRR23329749.47395	1474	53.87	43.31	SRR23329749
SRR23329749.47396	1471	54.25	30.49	SRR23329749
SRR23329749.47397	1474	54.21	28.65	SRR23329749
SRR23329749.47398	1421	56.79	92.81	SRR23329749
SRR23329749.47399	1475	54.17	37.86	SRR23329749
SRR23329749.47400	1407	56.65	92.99	SRR23329749
SRR23329749.47401	1474	53.87	34.22	SRR23329749
SRR23329749.47402	1475	53.97	39.69	SRR23329749
SRR23329749.47403	1475	54.10	35.56	SRR23329749
SRR23329749.47404	1477	53.83	30.43	SRR23329749
SRR23329749.47405	1474	54.21	29.97	SRR23329749
SRR23329749.47406	1475	53.97	60.15	SRR23329749
SRR23329749.47407	1423	56.71	27.56	SRR23329749
SRR23329749.47408	1477	53.96	29.60	SRR23329749
SRR23329749.47410	1478	48.31	87.02	SRR23329749
SRR23329749.47411	1477	53.96	20.24	SRR23329749
SRR23329749.47412	1423	55.94	38.69	SRR23329749
SRR23329749.47413	1472	53.87	28.82	SRR23329749
SRR23329749.47414	1475	53.90	84.36	SRR23329749
SRR23329749.47415	1484	55.39	93.00	SRR23329749
SRR23329749.47416	1474	54.00	61.68	SRR23329749
SRR23329749.47417	1475	53.97	92.63	SRR23329749
SRR23329749.47418	1476	53.93	63.15	SRR23329749
SRR23329749.47419	1495	54.45	24.24	SRR23329749
SRR23329749.47420	1474	54.14	30.80	SRR23329749
SRR23329749.47421	1476	54.34	35.84	SRR23329749
SRR23329749.47422	1475	53.97	92.91	SRR23329749
SRR23329749.47423	1475	53.97	44.62	SRR23329749
SRR23329749.47425	1474	53.93	44.25	SRR23329749
SRR23329749.47426	1474	53.87	39.68	SRR23329749
SRR23329749.47428	1475	53.97	49.70	SRR23329749
SRR23329749.47429	1472	54.08	30.97	SRR23329749
SRR23329749.47431	1475	53.76	55.35	SRR23329749
SRR23329749.47433	1404	55.77	20.81	SRR23329749
SRR23329749.47434	1475	53.90	91.32	SRR23329749
SRR23329749.47435	1470	54.22	25.00	SRR23329749
SRR23329749.47436	1480	54.05	31.20	SRR23329749
SRR23329749.47437	1475	53.97	45.55	SRR23329749
SRR23329749.47438	1473	54.24	32.58	SRR23329749
SRR23329749.47439	1397	56.26	20.92	SRR23329749
SRR23329749.47440	1475	53.90	37.46	SRR23329749
SRR23329749.47442	1475	53.97	93.00	SRR23329749
SRR23329749.47443	1484	54.18	25.31	SRR23329749
SRR23329749.47444	1455	55.05	93.00	SRR23329749
SRR23329749.47445	1479	53.96	29.36	SRR23329749
SRR23329749.47447	1475	54.10	26.22	SRR23329749
SRR23329749.47448	1472	53.87	23.26	SRR23329749
SRR23329749.47449	1487	55.41	33.08	SRR23329749
SRR23329749.47451	2018	43.71	59.28	SRR23329749
SRR23329749.47452	1486	54.31	53.59	SRR23329749
SRR23329749.47453	1475	54.03	93.00	SRR23329749
SRR23329749.47454	1490	53.62	20.60	SRR23329749
SRR23329749.47455	1475	53.97	93.00	SRR23329749
SRR23329749.47456	1475	54.24	45.56	SRR23329749
SRR23329749.47457	1482	48.11	92.98	SRR23329749
SRR23329749.47458	1475	54.24	84.08	SRR23329749
SRR23329749.47459	1475	54.24	44.69	SRR23329749
SRR23329749.47460	1478	53.92	33.08	SRR23329749
SRR23329749.47461	1475	53.97	89.83	SRR23329749
SRR23329749.47462	1480	53.99	22.78	SRR23329749
SRR23329749.47465	1475	54.17	48.97	SRR23329749
SRR23329749.47466	1472	53.87	35.85	SRR23329749
SRR23329749.47467	1477	53.96	48.42	SRR23329749
SRR23329749.47468	1465	55.09	91.81	SRR23329749
SRR23329749.47469	1475	53.83	81.33	SRR23329749
SRR23329749.47470	1478	53.92	27.00	SRR23329749
SRR23329749.47471	1477	53.96	38.01	SRR23329749
SRR23329749.47472	1488	49.26	93.00	SRR23329749
SRR23329749.47473	1444	57.76	23.05	SRR23329749
SRR23329749.47475	1476	54.20	34.61	SRR23329749
SRR23329749.47476	1477	53.96	21.12	SRR23329749
SRR23329749.47477	1475	53.90	93.00	SRR23329749
